,Date,Albuquerque,Baltimore,Boston,Charlotte,Chicago,Dallas,Detroit,Las Vegas,Los Angeles,Miami,New Orleans,New York,Philadelphia,Phoenix,Portland,San Diego,San Francisco,San Juan,Seattle,St Louis,Tampa
0,19610101,31.01,38.03,35.51,45.05,23.45,39.47,26.42,39.02,51.98,75.02,44.96,41.0,39.56,47.48,38.57,54.05,46.49,76.00999999999999,37.58,31.01,59.0
1,19610102,27.5,32.0,30.56,40.010000000000005,27.5,39.02,23.0,36.5,50.0,68.0,46.49,32.45,28.49,47.48,32.45,53.51,42.53,77.0,32.99,31.01,56.48
2,19610103,27.5,33.53,26.509999999999998,35.96,12.559999999999999,38.57,21.47,39.02,55.58,62.059999999999995,46.94,32.45,30.02,50.54,29.48,56.03,40.46,76.55,32.0,32.54,53.51
3,19610104,29.57,27.5,25.43,36.95,16.520000000000003,41.54,14.990000000000002,37.49,57.02,58.01,45.5,26.96,25.97,50.99,32.99,57.02,40.010000000000005,76.55,40.010000000000005,40.46,48.02
4,19610105,31.55,29.48,23.99,41.0,25.43,52.97,27.5,40.010000000000005,58.01,62.959999999999994,44.96,27.05,26.96,54.5,43.519999999999996,57.02,39.47,76.00999999999999,47.03,44.96,52.97
5,19610106,32.54,37.49,36.95,41.989999999999995,37.04,48.56,36.5,41.989999999999995,57.02,67.00999999999999,56.93,37.94,34.52,53.51,45.5,59.99,39.47,76.55,44.06,45.95,60.53
6,19610107,33.98,44.96,42.44,43.97,34.43,48.02,36.5,43.519999999999996,52.97,67.46,54.5,44.510000000000005,42.53,50.45,46.04,59.45,42.08,75.47,49.46,41.0,64.49000000000001
7,19610108,33.98,36.5,35.51,41.54,18.5,41.45,25.07,42.980000000000004,59.540000000000006,68.54,50.0,35.06,33.53,53.96,48.47,59.99,50.45,77.99000000000001,44.96,26.96,60.980000000000004
8,19610109,32.99,28.94,23.45,35.51,18.5,39.56,20.48,42.980000000000004,59.0,69.44,45.5,23.99,24.98,55.49,48.47,60.440000000000005,51.98,76.00999999999999,49.01,25.97,58.55
9,19610110,32.0,30.47,23.99,33.44,31.01,41.989999999999995,28.49,48.02,59.0,68.99000000000001,46.49,27.5,25.07,52.52,48.47,62.959999999999994,48.47,77.0,50.54,37.49,59.99
10,19610111,35.96,35.51,34.52,40.010000000000005,34.52,42.53,32.99,47.03,65.03,68.0,54.5,34.52,33.53,55.94,46.04,64.58,47.03,74.48,46.04,40.55,65.48
11,19610112,34.52,39.56,29.93,43.519999999999996,36.05,46.94,32.0,42.980000000000004,59.0,70.52,55.94,37.04,34.52,53.51,39.92,61.519999999999996,49.46,76.00999999999999,43.43,40.010000000000005,66.02
12,19610113,36.05,36.05,31.55,41.989999999999995,40.46,50.0,38.48,45.05,55.49,72.05,59.45,37.49,33.53,51.08,47.03,59.0,46.04,73.94,46.04,42.53,68.0
13,19610114,35.51,41.0,47.48,48.47,31.46,42.53,36.5,48.56,66.02,71.06,57.47,45.5,41.989999999999995,52.07,53.51,61.43,46.04,74.48,51.98,41.0,66.47
14,19610115,39.56,41.0,33.98,51.98,32.0,44.510000000000005,31.01,50.99,64.49000000000001,69.53,51.08,37.49,37.49,54.5,52.97,65.57,45.5,76.46,50.0,36.95,64.49000000000001
15,19610116,38.48,33.44,28.49,44.96,28.94,48.47,31.46,50.0,66.47,66.02,47.03,30.56,30.47,58.55,46.04,67.00999999999999,43.519999999999996,75.47,43.43,35.51,59.0
16,19610117,35.96,38.93,35.96,43.43,38.48,55.49,33.44,49.01,67.46,59.99,50.99,35.51,32.99,57.47,47.03,67.55,44.06,76.46,46.04,41.989999999999995,53.96
17,19610118,36.95,41.54,29.93,46.04,28.49,56.48,29.48,49.55,65.03,57.47,54.95,33.98,36.5,56.48,45.05,66.56,45.5,76.00999999999999,47.03,36.95,55.04
18,19610119,30.47,27.95,15.440000000000001,42.44,20.48,39.02,17.96,46.04,62.51,59.0,51.53,22.01,23.54,56.03,50.45,68.0,44.510000000000005,75.47,51.08,24.98,56.03
19,19610120,33.98,18.05,14.0,32.45,13.009999999999998,40.010000000000005,16.970000000000002,47.03,63.95,55.49,42.53,14.990000000000002,14.0,60.53,48.47,63.5,45.05,72.05,46.49,15.529999999999998,48.47
20,19610121,30.56,13.009999999999998,12.470000000000002,27.5,5.540000000000003,29.03,11.479999999999997,46.49,62.51,54.05,34.07,15.529999999999998,7.970000000000002,58.01,45.05,61.519999999999996,45.5,77.0,40.46,5.449999999999999,51.44
21,19610122,35.06,9.05,15.529999999999998,21.02,1.490000000000002,47.03,6.529999999999998,43.97,59.540000000000006,50.0,37.94,17.42,9.05,57.47,36.5,62.51,50.99,75.02,32.54,13.55,42.44
22,19610123,36.5,16.970000000000002,13.009999999999998,39.56,7.970000000000002,48.92,5.990000000000002,49.55,55.49,58.55,57.47,17.96,12.470000000000002,55.94,36.5,60.08,50.99,76.55,35.06,16.970000000000002,49.01
23,19610124,37.49,19.49,13.55,44.510000000000005,4.459999999999997,37.04,5.990000000000002,49.46,58.459999999999994,64.04,59.540000000000006,20.03,15.529999999999998,56.03,39.47,58.01,49.01,78.44,41.45,14.54,61.43
24,19610125,34.07,10.04,11.479999999999997,24.439999999999998,4.009999999999998,23.0,5.449999999999999,48.02,59.540000000000006,67.46,42.53,12.020000000000003,9.5,52.52,39.02,62.51,52.43,75.92,39.47,7.520000000000003,64.04
25,19610126,40.46,9.5,15.529999999999998,25.52,9.05,27.5,12.020000000000003,51.53,57.56,73.49000000000001,37.49,17.42,11.479999999999997,54.5,42.53,58.55,55.04,76.46,46.49,12.470000000000002,68.0
26,19610127,32.99,15.440000000000001,14.990000000000002,29.57,0.9499999999999993,22.55,8.96,47.57,55.49,67.00999999999999,35.51,16.970000000000002,14.0,54.95,37.49,59.0,51.44,76.00999999999999,37.94,5.0,54.5
27,19610128,30.56,11.57,17.509999999999998,28.49,10.490000000000002,23.0,8.509999999999998,41.54,55.94,62.51,35.96,16.520000000000003,11.029999999999998,50.54,41.45,57.47,51.98,75.02,37.04,18.5,52.07
28,19610129,33.53,14.990000000000002,20.48,35.06,5.0,25.43,14.0,39.47,53.51,71.06,35.42,22.01,17.06,51.44,41.989999999999995,56.93,53.06,76.46,45.05,15.979999999999997,52.97
29,19610130,33.44,20.03,15.440000000000001,34.52,10.490000000000002,36.95,12.470000000000002,45.5,56.48,61.519999999999996,40.46,19.58,16.520000000000003,55.04,49.46,60.53,57.47,77.0,49.01,18.5,53.51
30,19610131,36.05,23.0,18.05,41.0,19.49,50.0,20.57,46.49,54.95,66.56,42.53,23.0,19.49,59.99,51.44,59.45,59.99,75.47,48.47,33.44,59.45
31,19610201,38.48,20.93,4.459999999999997,41.989999999999995,21.560000000000002,57.56,12.020000000000003,50.99,58.55,65.48,52.52,14.45,15.529999999999998,56.48,48.56,60.440000000000005,58.01,74.48,45.5,32.54,59.99
32,19610202,37.49,9.5,5.540000000000003,35.06,14.0,48.92,2.030000000000001,46.49,57.47,67.46,63.05,9.05,5.990000000000002,57.47,44.510000000000005,57.47,57.02,74.48,47.03,18.95,61.07
33,19610203,40.010000000000005,19.49,17.42,24.53,18.5,40.46,13.46,51.44,63.05,72.95,49.46,18.05,19.04,55.49,50.99,59.45,56.03,73.49000000000001,45.05,14.0,61.519999999999996
34,19610204,36.5,32.0,27.05,37.49,18.5,46.94,23.54,54.05,60.980000000000004,67.00999999999999,45.05,31.01,32.0,57.02,51.44,61.97,55.04,74.48,49.01,14.990000000000002,56.48
35,19610205,33.53,26.96,24.53,35.96,19.49,35.96,27.95,50.0,58.55,67.00999999999999,50.0,27.5,24.53,54.5,52.97,60.980000000000004,54.5,75.47,52.52,20.48,59.540000000000006
36,19610206,31.55,24.53,28.04,31.55,20.03,33.44,27.95,46.49,55.94,70.52,53.51,31.55,23.0,51.44,50.0,57.47,55.04,74.03,47.57,25.97,62.959999999999994
37,19610207,31.01,27.5,25.52,35.96,20.03,33.44,22.55,47.48,56.48,75.47,49.01,30.47,23.99,53.51,44.510000000000005,58.459999999999994,50.45,75.02,44.510000000000005,31.01,66.47
38,19610208,36.95,31.55,31.55,42.53,33.98,39.02,30.56,48.02,54.5,65.48,44.510000000000005,28.49,29.03,53.06,45.95,56.48,53.96,74.48,46.04,28.49,56.48
39,19610209,40.010000000000005,33.08,39.47,35.96,34.52,41.45,32.0,51.53,58.459999999999994,60.53,45.5,37.94,36.95,53.06,52.52,59.540000000000006,58.459999999999994,74.48,48.56,28.04,52.43
40,19610210,47.57,39.56,37.04,40.55,31.01,47.03,31.01,52.97,58.459999999999994,56.03,48.56,38.57,35.96,56.93,49.01,61.519999999999996,56.03,75.92,45.5,28.49,52.97
41,19610211,45.95,31.01,27.5,42.980000000000004,32.54,59.0,26.96,56.48,57.02,57.47,54.5,30.56,28.49,61.07,47.48,59.0,52.97,73.49000000000001,46.49,36.5,54.5
42,19610212,51.98,30.02,25.43,55.94,34.97,62.51,28.580000000000002,53.51,54.95,59.99,57.47,27.5,27.5,59.0,44.42,58.01,50.0,76.00999999999999,41.45,41.45,57.47
43,19610213,50.0,34.97,24.98,45.5,40.010000000000005,61.97,38.57,48.47,53.51,64.04,62.42,30.47,32.0,54.95,47.03,55.94,53.06,73.49000000000001,42.53,42.980000000000004,59.99
44,19610214,47.48,43.07,36.5,54.05,38.48,57.47,35.51,50.99,55.94,67.46,61.519999999999996,40.55,38.03,58.01,46.04,57.47,53.51,77.54,43.519999999999996,40.010000000000005,61.97
45,19610215,50.54,43.07,33.53,57.92,41.0,64.94,35.51,53.06,56.48,69.98,61.43,39.02,36.05,58.01,47.03,57.47,52.97,73.58,41.54,48.02,66.02
46,19610216,48.02,36.95,23.45,54.05,36.5,64.94,27.05,55.94,57.47,70.97,66.47,32.54,33.44,60.440000000000005,44.42,58.55,49.46,76.55,40.010000000000005,46.49,69.98
47,19610217,44.510000000000005,37.04,30.92,50.45,43.519999999999996,68.99000000000001,35.06,51.98,55.94,73.49000000000001,68.99000000000001,34.52,31.55,54.95,43.97,58.01,50.54,74.48,42.980000000000004,60.980000000000004,69.53
48,19610218,41.0,46.94,38.03,59.540000000000006,44.510000000000005,52.43,46.49,49.46,54.5,76.46,73.04,40.010000000000005,44.06,52.97,43.97,57.56,49.46,77.45,40.010000000000005,44.96,72.5
49,19610219,38.03,56.57,50.0,59.540000000000006,25.97,39.47,36.05,51.53,57.02,77.54,69.53,50.54,50.0,58.459999999999994,50.0,55.94,49.55,77.0,47.03,30.47,76.00999999999999
50,19610220,39.02,39.56,37.04,50.99,29.03,41.989999999999995,27.95,56.57,59.0,77.0,71.06,38.48,36.5,54.5,54.5,59.0,54.05,76.00999999999999,50.99,34.07,78.08
51,19610221,37.94,35.96,31.46,42.980000000000004,37.49,45.5,33.98,55.04,59.45,77.45,68.0,38.03,35.96,56.03,47.48,61.97,53.06,76.46,46.04,41.0,77.54
52,19610222,42.980000000000004,39.02,42.980000000000004,44.42,37.49,56.48,36.5,59.99,63.95,77.99000000000001,61.97,41.45,38.57,57.02,44.96,59.99,52.43,77.0,43.519999999999996,51.98,77.0
53,19610223,31.55,50.45,40.010000000000005,56.48,43.97,63.05,45.5,48.47,62.059999999999995,77.45,58.01,41.989999999999995,41.989999999999995,54.95,46.94,62.51,54.5,77.0,45.05,54.5,75.56
54,19610224,33.44,56.48,36.5,55.58,33.98,40.55,44.06,45.5,61.519999999999996,76.55,60.980000000000004,49.55,50.45,49.55,48.02,60.980000000000004,54.5,77.0,40.46,35.51,74.48
55,19610225,41.0,50.0,39.47,49.01,28.49,52.07,35.06,50.0,56.48,72.5,52.07,47.57,52.07,53.96,40.010000000000005,59.540000000000006,51.44,75.47,37.49,30.47,64.49000000000001
56,19610226,47.57,44.06,42.53,49.55,31.46,58.01,33.53,50.54,58.01,62.059999999999995,56.03,41.989999999999995,42.53,58.459999999999994,41.0,59.45,49.46,76.00999999999999,38.48,42.53,59.45
57,19610227,33.44,52.07,43.97,52.07,32.0,50.54,39.56,42.980000000000004,55.49,66.02,59.0,47.48,47.48,51.98,45.95,57.47,51.53,77.0,40.46,41.0,62.059999999999995
58,19610228,37.94,42.980000000000004,39.02,57.56,34.52,43.43,35.51,48.47,58.01,76.55,62.059999999999995,41.0,39.56,52.07,46.94,59.0,51.44,76.55,43.97,38.03,71.96
59,19610301,40.010000000000005,36.5,33.53,46.49,38.48,50.54,37.94,51.44,65.03,75.47,50.99,35.42,32.99,55.49,45.5,65.03,52.07,75.56,42.44,42.980000000000004,74.48
60,19610302,47.48,43.97,37.49,43.519999999999996,46.49,59.540000000000006,44.06,54.95,59.0,76.00999999999999,51.98,41.0,42.08,59.0,41.0,58.01,52.52,77.0,38.03,52.97,71.06
61,19610303,50.99,52.97,46.58,49.01,43.97,67.46,49.01,51.98,57.02,76.55,68.99000000000001,47.48,47.57,58.459999999999994,39.02,58.01,48.47,77.99000000000001,37.04,51.44,72.95
62,19610304,45.5,53.96,43.519999999999996,61.07,45.5,75.56,47.48,50.0,53.51,77.99000000000001,75.02,48.56,50.0,51.44,39.02,56.48,51.53,75.56,32.54,65.03,78.53
63,19610305,42.53,59.0,36.5,69.53,35.96,71.50999999999999,47.03,48.02,53.96,77.45,76.46,50.45,54.5,54.5,43.97,58.01,50.99,76.46,40.010000000000005,50.99,76.46
64,19610306,46.49,56.48,34.52,68.99000000000001,42.08,59.99,50.99,55.49,57.02,78.44,76.00999999999999,41.45,49.01,56.03,45.5,58.55,50.45,76.00999999999999,41.989999999999995,49.55,77.99000000000001
65,19610307,37.94,59.99,43.519999999999996,67.55,30.47,66.02,33.98,48.56,55.94,77.54,76.55,49.01,52.52,56.57,46.49,57.92,49.46,76.46,44.510000000000005,44.510000000000005,76.46
66,19610308,35.51,44.06,30.56,62.059999999999995,30.47,55.49,32.0,50.0,61.97,79.52,65.48,37.04,39.47,57.92,48.47,61.519999999999996,54.05,74.48,46.04,41.0,76.00999999999999
67,19610309,40.46,40.010000000000005,33.44,43.07,31.55,50.0,30.02,58.459999999999994,55.94,64.94,55.49,35.96,36.5,63.05,47.48,60.53,50.54,76.00999999999999,43.97,39.02,61.97
68,19610310,49.01,32.99,26.509999999999998,43.43,28.580000000000002,54.5,25.07,57.56,55.49,56.48,48.47,27.5,31.46,64.04,42.980000000000004,60.53,52.43,78.53,41.45,38.93,52.52
69,19610311,53.42,39.47,26.509999999999998,45.95,35.51,60.980000000000004,35.06,58.01,56.03,61.519999999999996,54.95,30.47,33.98,60.980000000000004,45.5,59.99,53.51,76.55,40.46,51.44,57.56
70,19610312,51.53,49.01,32.0,53.51,32.0,69.98,38.93,58.459999999999994,56.48,72.5,67.46,43.519999999999996,43.07,62.51,49.01,60.440000000000005,51.98,78.53,42.980000000000004,51.44,67.55
71,19610313,48.02,43.97,35.96,59.540000000000006,38.57,58.01,36.5,60.980000000000004,56.48,75.02,70.97,36.5,38.57,63.5,48.47,61.07,57.02,77.99000000000001,44.510000000000005,46.94,67.55
72,19610314,54.05,43.43,32.45,54.5,41.0,60.53,39.02,63.05,56.03,73.94,62.51,37.49,39.02,65.48,55.04,59.99,56.03,76.00999999999999,53.96,48.02,65.03
73,19610315,55.49,49.46,39.02,52.07,32.54,68.54,38.48,57.02,55.04,71.50999999999999,60.980000000000004,44.510000000000005,45.05,64.04,51.44,59.99,52.97,76.00999999999999,50.99,45.5,64.49000000000001
74,19610316,44.06,39.02,33.53,52.43,28.49,65.48,27.05,56.03,54.95,69.53,72.05,33.98,38.48,55.94,49.55,59.540000000000006,50.54,77.0,48.02,38.03,67.00999999999999
75,19610317,50.99,31.46,23.0,45.5,30.02,54.95,23.45,55.94,55.58,72.5,65.48,24.98,31.01,57.02,50.0,57.02,55.04,73.94,49.46,37.49,75.47
76,19610318,42.53,29.48,27.95,38.03,30.02,51.53,30.92,56.93,58.01,76.00999999999999,67.00999999999999,26.509999999999998,32.99,55.49,50.54,57.02,52.97,77.0,50.99,37.49,76.00999999999999
77,19610319,39.47,38.03,32.0,48.02,33.98,45.05,39.02,54.95,55.94,77.54,61.43,35.06,36.5,55.49,47.48,58.01,53.51,76.55,47.48,36.5,74.48
78,19610320,45.5,44.510000000000005,34.07,53.96,36.5,45.5,36.05,59.540000000000006,57.02,77.0,63.5,39.56,44.06,59.0,44.510000000000005,58.459999999999994,51.08,76.00999999999999,44.96,39.56,72.5
79,19610321,52.97,39.47,28.94,44.96,41.0,59.45,38.03,60.980000000000004,55.49,77.0,57.47,34.97,41.0,64.04,45.05,59.99,51.53,76.00999999999999,44.510000000000005,41.45,72.5
80,19610322,52.97,35.51,35.96,41.54,41.45,57.02,44.96,63.5,56.48,74.93,60.53,38.03,40.46,65.48,50.99,59.99,52.97,77.54,50.0,41.989999999999995,66.47
81,19610323,57.02,38.57,39.47,49.46,39.47,57.02,41.0,66.02,56.48,73.04,61.97,37.49,38.48,67.00999999999999,52.97,59.99,56.03,75.47,48.02,40.46,66.56
82,19610324,58.01,44.510000000000005,37.04,50.0,41.54,59.45,42.08,59.540000000000006,56.48,71.50999999999999,58.55,42.980000000000004,45.5,66.02,50.99,58.01,51.98,77.54,48.47,42.980000000000004,66.47
83,19610325,53.96,48.47,43.519999999999996,49.01,46.49,62.959999999999994,42.980000000000004,52.97,55.04,68.99000000000001,61.519999999999996,42.980000000000004,46.04,62.51,50.99,58.01,51.98,78.98,49.01,50.0,65.03
84,19610326,42.980000000000004,47.48,44.510000000000005,54.95,59.45,68.54,49.01,51.53,54.95,70.52,63.95,45.5,46.49,57.56,44.510000000000005,57.02,55.49,75.02,44.510000000000005,58.459999999999994,65.57
85,19610327,47.48,52.97,51.44,58.459999999999994,52.97,62.959999999999994,56.57,58.01,55.49,73.49000000000001,64.94,49.55,55.04,58.01,48.02,58.459999999999994,54.5,79.43,42.980000000000004,56.03,71.50999999999999
86,19610328,50.99,60.53,46.94,59.99,40.010000000000005,69.44,48.02,49.55,59.0,76.00999999999999,73.49000000000001,54.95,61.97,60.53,46.49,54.5,58.55,76.55,46.49,44.510000000000005,73.94
87,19610329,37.49,55.49,47.48,59.99,31.46,56.03,34.97,55.04,59.99,77.0,72.5,53.51,54.95,53.51,50.45,55.49,57.47,74.03,49.01,41.45,76.00999999999999
88,19610330,37.94,45.5,40.010000000000005,58.01,34.43,49.01,33.44,56.48,59.0,76.00999999999999,72.05,41.0,47.03,56.48,52.52,59.0,56.03,75.47,47.03,41.54,76.00999999999999
89,19610331,43.519999999999996,37.58,42.53,53.06,35.06,45.95,35.96,60.440000000000005,57.02,80.50999999999999,63.95,39.02,40.55,59.0,52.97,60.53,56.48,77.0,50.0,41.989999999999995,76.00999999999999
90,19610401,47.48,44.06,37.49,48.02,29.48,51.98,34.52,64.49000000000001,56.93,73.49000000000001,56.48,38.57,42.44,64.49000000000001,56.48,59.0,57.02,77.54,50.0,38.48,67.55
91,19610402,52.52,38.48,40.46,47.48,32.0,59.99,29.03,68.99000000000001,62.51,72.05,54.05,40.010000000000005,41.45,68.54,59.0,68.0,63.95,79.97,51.53,36.5,61.97
92,19610403,59.99,41.989999999999995,39.47,48.02,36.5,59.99,31.55,72.5,66.02,69.98,62.51,40.46,45.05,72.5,49.46,68.45,65.48,77.0,45.05,44.96,63.5
93,19610404,61.97,41.0,41.989999999999995,43.519999999999996,37.49,63.5,38.03,75.92,63.5,69.98,61.07,43.519999999999996,41.989999999999995,77.0,48.02,60.440000000000005,64.94,77.0,43.519999999999996,47.03,61.519999999999996
94,19610405,49.46,46.49,47.48,50.0,41.989999999999995,57.92,39.02,64.04,60.980000000000004,63.5,62.51,47.48,45.95,72.5,47.57,61.97,65.03,80.96,43.07,45.95,61.97
95,19610406,43.97,48.47,44.96,51.98,39.47,54.05,41.989999999999995,64.94,61.43,70.97,58.55,48.02,49.55,71.96,50.45,64.04,59.540000000000006,75.56,50.0,43.43,68.0
96,19610407,45.5,46.49,46.49,49.55,36.5,56.03,36.5,57.47,59.540000000000006,77.54,57.47,46.04,46.49,68.54,50.45,61.97,59.540000000000006,79.52,48.56,41.54,66.02
97,19610408,41.989999999999995,42.44,44.510000000000005,44.510000000000005,31.55,55.04,34.97,59.0,59.0,71.96,59.540000000000006,44.06,44.96,65.57,52.97,61.519999999999996,59.99,79.52,48.02,43.519999999999996,67.55
98,19610409,44.510000000000005,42.980000000000004,42.53,50.99,35.06,51.08,34.97,61.07,59.540000000000006,77.54,63.5,40.46,44.06,64.49000000000001,47.93,59.99,55.04,77.99000000000001,47.57,36.5,73.94
99,19610410,54.5,45.95,39.47,48.56,38.48,53.51,37.49,60.53,59.0,80.96,57.47,43.519999999999996,44.510000000000005,63.95,44.96,60.980000000000004,57.02,80.50999999999999,47.48,42.980000000000004,67.00999999999999
100,19610411,49.46,46.94,41.54,47.48,41.54,64.49000000000001,41.989999999999995,60.440000000000005,58.01,74.48,60.53,47.03,48.02,65.03,52.97,61.519999999999996,58.55,80.50999999999999,47.03,47.48,68.99000000000001
101,19610412,49.46,43.519999999999996,47.03,55.94,40.55,55.04,39.02,66.47,58.459999999999994,81.5,61.519999999999996,46.94,44.06,68.0,51.53,60.980000000000004,53.42,79.52,45.5,43.97,73.04
102,19610413,53.42,41.989999999999995,37.04,47.48,44.510000000000005,59.540000000000006,43.519999999999996,62.959999999999994,56.93,75.47,55.49,40.55,40.010000000000005,67.46,48.02,60.440000000000005,52.97,80.50999999999999,47.93,47.48,63.5
103,19610414,51.53,51.98,39.02,47.48,48.02,71.50999999999999,44.96,65.48,59.99,69.98,63.5,46.49,48.47,67.00999999999999,49.01,59.99,59.0,79.52,44.510000000000005,60.980000000000004,63.5
104,19610415,42.53,56.03,41.0,55.04,42.44,51.98,48.92,62.059999999999995,63.95,79.97,66.47,46.04,54.5,68.45,53.06,68.0,62.51,80.50999999999999,47.03,45.5,72.5
105,19610416,52.97,51.53,40.010000000000005,48.47,30.56,54.5,39.47,66.02,65.48,78.53,54.5,45.95,55.49,70.52,54.5,68.0,55.49,77.0,53.06,38.03,64.49000000000001
106,19610417,57.47,47.48,49.01,48.02,36.5,57.02,37.04,72.5,62.51,68.45,60.53,45.05,48.02,75.56,47.93,62.51,56.03,79.97,42.980000000000004,39.02,61.97
107,19610418,60.980000000000004,44.510000000000005,41.0,47.93,45.5,67.00999999999999,41.45,75.92,61.519999999999996,69.98,60.53,41.54,45.5,77.99000000000001,41.989999999999995,61.519999999999996,54.5,79.52,40.46,49.01,66.47
108,19610419,62.959999999999994,46.94,38.03,45.5,45.05,74.03,45.05,67.46,59.45,68.99000000000001,65.03,39.56,46.49,77.99000000000001,42.44,60.980000000000004,50.99,77.54,40.55,54.95,68.0
109,19610420,60.980000000000004,46.49,44.06,49.01,55.49,77.99000000000001,47.03,62.51,58.01,68.0,66.02,45.5,46.94,70.43,44.510000000000005,59.0,54.5,80.50999999999999,40.010000000000005,66.56,68.54
110,19610421,63.5,49.55,56.03,54.5,59.540000000000006,76.55,57.02,63.95,56.48,71.96,69.98,48.47,49.01,67.46,49.01,59.540000000000006,52.97,77.99000000000001,46.49,66.02,68.99000000000001
111,19610422,63.5,64.58,47.48,64.04,53.06,76.00999999999999,46.58,61.07,58.01,73.58,70.52,57.47,61.97,68.54,38.03,61.97,51.08,76.55,40.46,63.5,69.44
112,19610423,64.04,64.94,53.96,66.02,52.43,75.47,51.98,57.02,54.5,72.5,74.03,59.540000000000006,60.53,66.02,44.42,58.55,51.44,75.56,42.980000000000004,68.0,71.50999999999999
113,19610424,56.48,68.54,54.5,73.49000000000001,57.92,77.99000000000001,60.980000000000004,57.47,56.48,74.48,70.97,56.03,67.00999999999999,63.5,50.99,58.55,53.51,75.02,49.01,70.43,71.96
114,19610425,46.49,74.03,54.95,69.98,42.44,67.00999999999999,46.49,58.459999999999994,56.03,77.0,76.46,60.53,66.47,60.53,48.56,59.0,52.97,77.99000000000001,48.47,56.48,73.49000000000001
115,19610426,54.5,61.519999999999996,48.02,71.50999999999999,51.98,66.02,44.96,60.980000000000004,59.0,77.54,77.54,62.059999999999995,59.99,64.49000000000001,50.99,60.53,54.5,76.55,47.03,51.44,74.03
116,19610427,53.06,49.55,53.06,56.03,52.97,75.02,49.55,65.48,58.01,80.50999999999999,79.52,52.97,51.53,67.00999999999999,51.53,62.959999999999994,54.5,78.44,49.55,58.459999999999994,74.93
117,19610428,59.540000000000006,53.96,53.96,55.94,44.510000000000005,68.54,43.97,67.00999999999999,59.99,78.44,71.96,51.44,53.96,69.98,59.0,63.05,59.0,78.53,56.48,47.03,77.0
118,19610429,63.05,48.92,43.519999999999996,50.0,44.510000000000005,68.54,41.54,72.95,57.56,77.99000000000001,69.53,49.01,51.53,72.5,56.57,60.980000000000004,59.45,77.54,52.52,50.99,72.5
119,19610430,64.94,47.03,49.01,52.43,51.44,72.5,46.49,75.02,59.45,75.02,73.49000000000001,50.45,48.47,76.00999999999999,58.459999999999994,62.51,58.01,78.44,54.5,52.52,72.5
120,19610501,64.94,54.05,48.47,60.440000000000005,44.06,66.47,45.5,76.55,59.99,78.53,71.96,50.54,50.99,77.99000000000001,57.02,63.95,58.01,80.50999999999999,51.98,46.94,72.5
121,19610502,65.48,53.51,41.989999999999995,59.99,44.96,61.519999999999996,41.54,74.03,61.97,71.96,65.48,52.52,50.54,76.55,52.52,61.519999999999996,56.48,79.07,49.01,47.48,72.95
122,19610503,67.46,53.51,46.49,58.01,46.04,69.44,48.02,70.97,59.99,74.03,67.00999999999999,52.52,50.54,76.00999999999999,46.04,59.540000000000006,55.04,76.55,45.05,50.99,75.47
123,19610504,62.959999999999994,51.53,51.98,59.0,47.03,76.46,46.58,68.0,59.45,76.00999999999999,70.43,54.5,49.55,68.99000000000001,47.57,58.459999999999994,54.05,77.0,42.980000000000004,53.51,75.02
124,19610505,55.58,54.05,54.05,53.51,54.5,78.53,46.49,65.48,59.0,78.44,75.92,57.47,54.5,68.0,50.0,59.99,55.94,77.99000000000001,46.49,53.06,80.96
125,19610506,55.49,51.98,50.54,60.53,62.51,77.99000000000001,56.03,66.02,58.01,78.98,80.50999999999999,52.52,50.0,69.44,53.51,61.519999999999996,53.96,78.98,47.93,67.46,80.06
126,19610507,53.42,61.07,49.01,70.52,59.45,81.05,64.04,64.49000000000001,59.45,78.53,79.97,55.49,59.0,69.53,53.96,61.97,55.49,77.0,51.44,63.5,78.53
127,19610508,56.03,70.43,50.0,72.05,59.0,68.0,63.95,65.93,62.059999999999995,77.99000000000001,78.08,62.51,67.46,69.98,55.49,64.94,54.95,77.99000000000001,50.54,55.49,78.08
128,19610509,60.53,76.00999999999999,49.46,69.53,48.56,61.43,54.05,74.48,64.49000000000001,76.46,67.00999999999999,61.519999999999996,69.98,78.44,54.5,65.93,59.0,78.53,51.44,48.92,77.54
129,19610510,67.46,62.959999999999994,62.059999999999995,59.99,49.55,65.03,45.5,82.04,61.519999999999996,73.49000000000001,64.49000000000001,63.5,62.959999999999994,82.49000000000001,52.52,63.5,59.99,79.97,49.01,51.98,69.98
130,19610511,70.52,59.45,52.52,66.02,60.53,69.98,52.97,68.99000000000001,59.45,71.50999999999999,63.95,59.0,56.48,78.98,54.05,61.97,57.47,80.50999999999999,49.46,57.02,71.06
131,19610512,69.53,65.03,48.47,61.97,66.47,73.49000000000001,64.49000000000001,59.45,59.0,78.08,68.45,58.55,58.55,72.05,48.47,62.42,56.93,78.44,51.53,66.56,73.49000000000001
132,19610513,50.0,65.03,61.97,64.49000000000001,73.49000000000001,77.0,67.00999999999999,67.00999999999999,58.55,78.53,69.98,63.5,63.5,68.0,50.99,60.980000000000004,55.04,78.44,48.02,70.97,75.47
133,19610514,58.55,68.54,71.06,67.46,71.50999999999999,74.93,70.97,71.96,57.02,79.52,80.50999999999999,62.51,68.0,70.52,57.02,60.980000000000004,60.53,77.54,51.98,70.07,77.0
